filename,K0,K1,K2,N0,N1,N2,P0,P1
clay-20_png.rf.d43c20cd3b9a148953a0344de005075e.jpg,0,0,1,0,0,1,0,1
loamy-84_jpg.rf.5a9024f10508338ef1ecd146bc230ef1.jpg,0,0,1,0,0,1,0,1
sandy-57_jpg.rf.a58d740d7d0ec523b04334060ef7487c.jpg,1,0,0,1,0,0,1,0
sandy-79_jpg.rf.d8e51f51d6bac714c79984f5ea40553f.jpg,1,0,0,1,0,0,1,0
sandy-33_jpg.rf.f188832cc699ac8e5386826591c084c4.jpg,1,0,0,1,0,0,1,0
clay-28_png.rf.dc4db9ffd1be89c311136e90f2bcaa4c.jpg,0,0,1,0,0,1,0,1
sandy-71_jpg.rf.7af018409e18da325c594f89b4cae572.jpg,1,0,0,1,0,0,1,0
clay-47_jpg.rf.5f237479ebcc2887bb112345a7202c29.jpg,0,0,1,0,0,1,0,1
sandy-48_jpg.rf.06697a97dcb34780bba5a485aa20dfac.jpg,1,0,0,1,0,0,1,0
sandy-44_jpg.rf.b9663c74710d47e335362ae6b11c4397.jpg,1,0,0,1,0,0,1,0
laterite-89_jpg.rf.87f6a31901e436c38bf0a25785e72df0.jpg,1,0,0,1,0,0,1,0
sandy-loam-91_png.rf.227cf8de7cdb7c8e8f12f93a439fbcf8.jpg,0,1,0,1,0,0,0,1
sandy-6_png.rf.f536d16f8a77335bfa5e95d8c9ceb086.jpg,1,0,0,1,0,0,1,0
sandy-47_jpg.rf.d44d342f9099ef802deebe188ca54036.jpg,1,0,0,1,0,0,1,0
sandy-62_jpg.rf.f09aad0941047307aba280537f876cca.jpg,1,0,0,1,0,0,1,0
sandy-73_jpg.rf.7b74c836ed3d2f9909d40d04e89ce5dc.jpg,1,0,0,1,0,0,1,0
loamy-98_jpg.rf.e65ee04f455e6a49742497068af1e981.jpg,0,0,1,0,0,1,0,1
sandy-69_jpg.rf.2b8381091b28a7767ffccb6106157a08.jpg,1,0,0,1,0,0,1,0
sandy-loam-43_jpg.rf.d9f8736e4d82249ce874095ea8b76d5f.jpg,0,1,0,1,0,0,0,1
sandy-64_jpg.rf.f99d3502cc6e357bbc8d83a17d3e64e7.jpg,1,0,0,1,0,0,1,0
sandy-65_jpg.rf.68f1b201db1ff1e31eb0d7dc302af404.jpg,1,0,0,1,0,0,1,0
laterite-59_jpg.rf.46c546c2b765eee1d29fc2ebdae9a846.jpg,1,0,0,1,0,0,1,0
clay-89_jpg.rf.9336f6d129b636f8085a791d8f46afcc.jpg,0,0,1,0,0,1,0,1
clay-4_png.rf.3878e83905a5dadd50cca1e6ef070ca5.jpg,0,0,1,0,0,1,0,1
clay-66_jpg.rf.97f7e46825af23966edee821946c857d.jpg,0,0,1,0,0,1,0,1
clay-72_jpg.rf.746ae01dd164eb36e9b2eb0fc4611183.jpg,0,0,1,0,0,1,0,1
clay-94_jpg.rf.6febb1fb62a802dc052887fd947ddd5f.jpg,0,0,1,0,0,1,0,1
sandy-85_jpg.rf.487a5f2d7cb5d8d174036e80872f2706.jpg,1,0,0,1,0,0,1,0
clay-63_jpg.rf.6130c31ede15dc394e90feb92f050d0b.jpg,0,0,1,0,0,1,0,1
sandy-81_jpg.rf.715b5c844a3a1fbf885fcdcdee0429ee.jpg,1,0,0,1,0,0,1,0
clay-35_jpg.rf.0de3c8c7031906b838912b7b07495bfe.jpg,0,0,1,0,0,1,0,1
clay-78_jpg.rf.6424288e6f2bad0ba86791da3a54c86b.jpg,0,0,1,0,0,1,0,1
alluvial-13_jpeg.rf.d6f29c192fd4ee256ba0af011a83602f.jpg,0,1,0,0,1,0,1,0
loamy-14_png.rf.8688e68afdf0a7d1cf76a906a51df45d.jpg,0,0,1,0,0,1,0,1
sandy-99_jpg.rf.2dd545b3039d682ebf5817f05f5499b3.jpg,1,0,0,1,0,0,1,0
clay-6_png.rf.3496f4d53aaa3e40f31e33c1b7fa9552.jpg,0,0,1,0,0,1,0,1
clay-99_jpg.rf.8ed701302edf476ad60abf41006a69d2.jpg,0,0,1,0,0,1,0,1
loamy-99_jpg.rf.188cc805ab567a47bb31357ea1082210.jpg,0,0,1,0,0,1,0,1
sandy-loam-24_png.rf.3fe9560939466c919a9ce4eb3dc3eea4.jpg,0,1,0,1,0,0,0,1
clay-68_jpg.rf.8b698a327217a73dbf7502f164377210.jpg,0,0,1,0,0,1,0,1
clay-87_png.rf.807bfacb9f6ea5a1f2af5c096571a92c.jpg,0,0,1,0,0,1,0,1
alluvial-35_jpg.rf.e622a7845ea07baad62170af6f2f851e.jpg,0,1,0,0,1,0,1,0
loamy-2_png.rf.3357ff79905b0d1df20318bf09f0ea13.jpg,0,0,1,0,0,1,0,1
loamy-22_jpg.rf.39726a762918a515728abc14fbbbf224.jpg,0,0,1,0,0,1,0,1
alluvial-37_jpg.rf.510b1ae82d9bb8481ae5f35c425f8408.jpg,0,1,0,0,1,0,1,0
loamy-42_jpg.rf.a11529cc0fd78d2f1734cf20de4f05b8.jpg,0,0,1,0,0,1,0,1
loamy-25_jpg.rf.a9d8296f3098f47c55ec5011687c46cb.jpg,0,0,1,0,0,1,0,1
alluvial-25_jpg.rf.6815f21b59894fb22105ae3feabfc8ac.jpg,0,1,0,0,1,0,1,0
loamy-15_png.rf.78a338cf115e5993015b680bdc2aca98.jpg,0,0,1,0,0,1,0,1
loamy-47_jpg.rf.632a946b1a96f36e1cea7d9beee356ce.jpg,0,0,1,0,0,1,0,1
loamy-40_jpg.rf.ec8180b2da5d50e172252860a20c3678.jpg,0,0,1,0,0,1,0,1
alluvial-36_jpg.rf.3633445bb3b8683fc23acab453054a63.jpg,0,1,0,0,1,0,1,0
alluvial-41_jpg.rf.ef96b3168d8001565d418ca3917a42d8.jpg,0,1,0,0,1,0,1,0
loamy-54_jpg.rf.b0f698cf7fe02b5949a87a12dcf7d40e.jpg,0,0,1,0,0,1,0,1
loamy-64_jpg.rf.f80b0a057a64517f900d50480985d628.jpg,0,0,1,0,0,1,0,1
alluvial-66_jpg.rf.7577c34838c68744a9e0b5d7035061c0.jpg,0,1,0,0,1,0,1,0
alluvial-4_png.rf.6d2c60814147462a8c8264832ca468fc.jpg,0,1,0,0,1,0,1,0
alluvial-51_jpg.rf.7e348a8257c66e556021234acdd09838.jpg,0,1,0,0,1,0,1,0
alluvial-40_jpg.rf.aad434d1c1c478511e2aff2714ac44d5.jpg,0,1,0,0,1,0,1,0
alluvial-19_jpg.rf.6cb437d534ca096541edc96b01c16ecb.jpg,0,1,0,0,1,0,1,0
alluvial-55_jpg.rf.a6f0b446d7a4f75a73e012afe611baaf.jpg,0,1,0,0,1,0,1,0
loamy-5_png.rf.e2c7dd39a6b78d2f0e1a6f8bf5f5fb9e.jpg,0,0,1,0,0,1,0,1
loamy-78_jpg.rf.b44debd8d3f7c78d4bd6366289c3d53f.jpg,0,0,1,0,0,1,0,1
loamy-7_jpg.rf.9ac997608697c06f899b1c9ccff6ea7f.jpg,0,0,1,0,0,1,0,1
loamy-32_jpg.rf.35f3a16031d7c11d325d0d6b76c37c2e.jpg,0,0,1,0,0,1,0,1
loamy-21_jpg.rf.73969073898f9abb2e4a04004ab1aad2.jpg,0,0,1,0,0,1,0,1
loamy-62_jpg.rf.111d55706ea065ff969456f345199083.jpg,0,0,1,0,0,1,0,1
alluvial-44_jpg.rf.4046a93678536c9ac159a51aa073da95.jpg,0,1,0,0,1,0,1,0
